CPU(%),Memory(MiB)
0.17739169780067682,3.236972354623451
0.18892105680015225,3.236972354623451
3.923516027507121,3.4517292659675882
38.258567300624854,3.842196377502383
42.81507098370433,3.8877508738481095
41.05615056726385,3.894258659040356
44.273854408685494,3.894258659040356
48.565997202294064,3.8604181760406737
47.759876512670566,3.8630212901175724
45.07827093459564,3.8630212901175724
38.25336999008381,3.8656244041944707
38.047424462617876,3.8656244041944707
46.01974385408717,3.86692596123292
48.56137275819442,3.8682275182713695
51.93969795546697,3.8708306323482677
51.083804219343335,3.872132189386718
52.728703592853364,3.876036860502065
42.76145451577244,3.8812430886558626
3.4363609866685367,3.882544645694312
4.093375056562944,4.003589450270099
30.158700911083834,4.167585637114713
46.945332610074395,4.243075945344773
47.9253542630121,4.24958373053702
50.13523102004132,4.256091515729266
51.083780670398916,4.2612977438830635
48.80901173642881,4.262599300921513
48.86010344040835,4.262599300921513
47.8947637425155,4.263900857959962
49.0721034014615,4.265202414998411
51.62565197212496,4.276916428344455
51.62565197212496,4.276916428344455
47.333946375105036,4.278217985382905
46.96286163358142,4.278217985382905
49.51189701853313,4.282122656498252
48.85462018969483,4.374533206228153
52.80136495364764,4.375834763266603
49.61133537244373,4.296439783921194
49.09843837655139,4.297741340959645
49.029455253136895,4.3419942802669205
49.693899805982134,4.339391166190023
44.21103992511409,4.3419942802669205
44.784425620976,4.3419942802669205
48.968601299217056,4.3107569113441375
51.11244590108414,4.314661582459485
51.94822409830687,4.314661582459485
46.677815058368765,4.317264696536384
42.47082497649431,4.322470924690181
43.70589949634122,4.32377248172863
45.59833355363945,4.32377248172863
45.784373586727824,4.32507403876708
47.79706035727556,4.32507403876708
46.89218118077376,4.366723863997458
43.39937991713636,4.396659675881792
38.04929363767706,4.447420400381316
6.892336985997661,4.4617375278042575
2.4773095523200825,4.41878614553543
0.19122235970712934,4.289931998728948
1.7938481166423734,4.500784238957737
12.269242665315998,4.614019701302827
47.29142663133178,4.599702573879886
46.73678971208985,4.606210359072133
44.90968325418741,4.612718144264378
47.217848798211406,4.628336828725771
46.38968792480049,4.628336828725771
46.70634703346795,4.633543056879568
45.72092771731441,4.587988560533842
46.294677356311,4.5892901175722915
50.01842235827165,4.636146170956466
48.09603296674702,4.637447727994915
43.87631215823675,4.6400508420718145
51.24262348242541,4.602305687956783
47.00368069011213,4.603607244995233
48.276814299571846,4.602305687956784
47.18641917509168,4.599702573879886
44.08335557603627,4.606210359072133
39.864361825533976,4.607511916110582
50.1911563767528,4.608813473149031
50.1911563767528,4.608813473149031
47.63384899256947,4.614019701302828
48.70706588927789,4.617924372418176
50.71262863900128,4.620527486495075
48.84506518640321,4.623130600571973
48.84506518640321,4.623130600571973
48.586128957237335,4.607511916110582
48.86046524203485,4.61011503018748
44.609356827192336,4.614019701302827
45.75383428785276,4.614019701302827
47.39954676198866,4.619225929456626
48.408574937808844,4.660875754687003
45.65722614195174,4.627035271687321
43.8021834376093,4.628336828725771
45.17600801474569,4.62963838576422
50.47213864820852,4.630939942802669
47.73477596387917,4.634844613918017
48.58744954796682,4.636146170956466
48.42091877627004,4.638749285033365
44.37258262625458,4.643955513187162
42.83070037339799,4.643955513187162
2.609835207024308,4.643955513187163
0.29444839203637524,4.643955513187163
0.17126486654643075,4.643955513187163
0.1681349122342197,4.601004130918335
0.16291090274929262,4.601004130918335
